Surname,First name,Time,Classifier,Long,km,m,Course controls
Kuzmanić,Borna,32:40,0,M12,1.82,35,7
Strmečki,Vibor,40:27,0,M12,1.82,35,7
Omerčić,Alan,43:57,0,M12,1.82,35,7
Vukelić,Juraj,50:33,0,M12,1.82,35,7
Čović,Matej,59:29,0,M12,1.82,35,7
Jelinić,Mark,,1,M12,1.82,35,7
Kobijak,Karlo,,1,M12,1.82,35,7
Guliš,Zvonimir,93:51,0,M14,3,70,9
Lebinac,Sven Ivor,96:49,0,M14,3,70,9
Hribar,Timotej,99:43,0,M14,3,70,9
Nejc,Zorko,85:46,3,M14,3,70,9
Jevševar,Martin,73:44,3,M14,3,70,9
Gobec,Jan,47:33,0,M16,3.41,130,8
Marković,Rudi,91:21,0,M16,3.41,130,8
Bister,Luka,103:19,0,M16,3.41,130,8
Kukec,Jura,,1,M16,3.41,130,8
Tkalec,Vedran,,1,M16,3.41,130,8
Novak,Lucas,58:58,0,M20,6.03,320,14
Štambuk,Andro Vladimir,86:56,0,M20,6.03,320,14
Težak,Karlo,89:25,0,M20,6.03,320,14
Puharić,Roko,94:36,0,M20,6.03,320,14
Cvetković,Filip,104:22,0,M20,6.03,320,14
Lerchegger,Bernhard,49:36,3,M20,6.03,320,14
Kubelka,Stefan,60:14,0,M21A,7.27,370,22
Razum,Matija,68:01,0,M21A,7.27,370,22
Čapeta,Davor,79:18,0,M21A,7.27,370,22
Poell,Matthias,86:52,0,M21A,7.27,370,22
Gobec,Damir,88:03,0,M21A,7.27,370,22
Varnica,Tomislav,88:41,0,M21A,7.27,370,22
Horvat,Lobel,98:01,0,M21A,7.27,370,22
Filetin,Luka,103:07,0,M21A,7.27,370,22
Horvat,Vjeran,109:52,0,M21A,7.27,370,22
Šeperić-Grdiša,Ivan,128:52,0,M21A,7.27,370,22
Kirin,Dominik,,2,M21A,7.27,370,22
Kosić,Luka,,1,M21A,7.27,370,22
Miljković,Damir,,1,M21A,7.27,370,22
Bijelić,Vedran,34:12,0,M21B,3.41,130,8
Leljak,Marko,58:56,0,M21B,3.41,130,8
Šantić,Domagoj,59:06,0,M21B,3.41,130,8
Mađarić,Predrag,59:07,0,M21B,3.41,130,8
Karavidović,Luka,61:15,0,M21B,3.41,130,8
Janžek,Gregor,63:11,0,M21B,3.41,130,8
Pavlin,Domagoj,68:33,0,M21B,3.41,130,8
Stankovski,Dalibor,75:29,0,M21B,3.41,130,8
Kaniški,Robert,122:10,0,M21B,3.41,130,8
Kukec,Boris,125:13,0,M21B,3.41,130,8
Ivezić,Bernard,128:25,0,M21B,3.41,130,8
Orehovec,Ranko ,,1,M21B,3.41,130,8
Gadžić,Dražen,,1,M21B,3.41,130,8
Janžek,Lovro,118:10,3,M21B,3.41,130,8
Ocvirk,Edi,55:27,0,M35,6.03,320,14
Delić,Petar,58:39,0,M35,6.03,320,14
Kaniški,Tomislav,60:17,0,M35,6.03,320,14
Vodopija,Goran,62:49,0,M35,6.03,320,14
Jevševar,Bojan,64:17,0,M35,6.03,320,14
Budi,Franjo,69:44,0,M35,6.03,320,14
Vuk,Tomislav,72:07,0,M35,6.03,320,14
Antolić,Željko,74:06,0,M35,6.03,320,14
Markulinčić,Predrag,74:55,0,M35,6.03,320,14
Leovac,Josip,92:59,0,M35,6.03,320,14
Meštrović,Tomislav,98:00,0,M35,6.03,320,14
Hainž,Miroslav,122:31,0,M35,6.03,320,14
Allwinger,Herwig,,1,M35,6.03,320,14
Gverić,Ivan,,1,M35,6.03,320,14
Jelinić,Hrvoje,,1,M35,6.03,320,14
Pongrac,Branimir,,1,M35,6.03,320,14
Rihter,Goran,,1,M35,6.03,320,14
Orehoci,Robert,,1,M35,6.03,320,14
Tišljar,Ivo,0,3,M35,6.03,320,14
Merunka,Darko,38:15,0,M45,3.51,130,9
Allwinger,Herwig,38:29,0,M45,3.51,130,9
Bogović,Marijan,39:18,0,M45,3.51,130,9
Vukelić,Bojan,41:47,0,M45,3.51,130,9
Strmečki,Petar,50:39,0,M45,3.51,130,9
Vukmanović,Mladen,50:54,0,M45,3.51,130,9
Trivunović,Vladimir,51:24,0,M45,3.51,130,9
Crljenica,Branko,53:12,0,M45,3.51,130,9
Janžek,Dražen,56:09,0,M45,3.51,130,9
Erdős,Gábor,62:08,0,M45,3.51,130,9
Špoljar,Krešo,81:58,0,M45,3.51,130,9
Priher,Miroslav,85:23,0,M45,3.51,130,9
Penić,Ivan Ivo,134:27,0,M45,3.51,130,9
Štambuk,Dario,45:09,0,M55,3.55,180,10
Jelić,Mladen,59:20,0,M55,3.55,180,10
Lovrec,Nenad,64:36,0,M55,3.55,180,10
Radočaj,Milan,85:23,0,M55,3.55,180,10
Perica,Mladen,85:25,0,M55,3.55,180,10
Horvat,Saša,97:13,0,M55,3.55,180,10
Lukačić,Ivo,67:14,3,M55,3.55,180,10
Raškaj,Darko,,1,M55,3.55,180,10
Sladič,Roman,,1,M55,3.55,180,10
