OE0012;Rajtsz;Xrajtsz;Dugószám;Adatbázis Id;Családnév;Utónév;Szül;FN;Blokk;Vk;Rajt;Cél;Idõ;Érvényes;Jóváírás -;Büntetés +;Megj.;Klub sorsz.;Név;Város;Orsz;Helység;Régió;Kat. sorsz.;Rövid;Hosszú;Nev.kat. sorsz.;Nevezési kateg (rövid);Nevezési kateg (hosszú);Rangsorhely;Rangsorpont;Num1;Num2;Num3;Text1;Text2;Text3;Cím családnév;Cím utónév;Utca;2. sor;Irsz;Cím város;Tel;Mobil;Fax;Email;Bérelt;Nevezési díj;Fizetve;Csapat;Pálya sorszám;Pálya;km;m;Pálya pontjai;Helyezés;
;;;750723;"375655";"Ocvirk";"Edi";;M;;0;85:00;129:45;44:45;0;;;"";66206;"OK Japetic";"OK Japetic";"CRO";"";"";7;"M35";"M35";7;"M35";"M35";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;7;7;"5,0";225;15;4;
;;;8250869;"381593";"Orehoci";"Robert";;M;;0;71:00;117:21;46:21;0;;;"";65766;"OK Bjelovar";"OK Bjelovar";"CRO";"";"";7;"M35";"M35";7;"M35";"M35";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;7;7;"5,0";225;15;5;
;;;406701;"377142";"Pongrac";"Branimir";;M;;0;81:00;130:20;49:20;0;;;"";66206;"OK Japetic";"OK Japetic";"CRO";"";"";7;"M35";"M35";7;"M35";"M35";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;7;7;"5,0";225;15;6;
;;;535353;"383469";"Deli¿";"Petar";;M;;0;79:00;130:10;51:10;0;;;"";66481;"OK Maksimir";"OK Maksimir";"CRO";"";"";7;"M35";"M35";7;"M35";"M35";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;7;7;"5,0";225;15;7;
;;;770914;"374944";"Budi";"Franjo";;M;;0;53:00;105:45;52:45;0;;;"";66206;"OK Japetic";"OK Japetic";"CRO";"";"";7;"M35";"M35";7;"M35";"M35";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;7;7;"5,0";225;15;8;
;;;505256;"383965";"Topán";"László";;M;;0;57:00;110:17;53:17;0;;;"";66716;"Pécsi Vasutas SK";"Pécsi Vasutas SK";"HUN";"";"";7;"M35";"M35";7;"M35";"M35";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;7;7;"5,0";225;15;9;
;;;7778899;"368878";"Vuk";"Tomislav";1977;M;;0;55:00;112:53;57:53;0;;;"";65317;"OK Vihor";"OK Vihor";"CRO";"";"";7;"M35";"M35";7;"M35";"M35";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;7;7;"5,0";225;15;10;
;;;893829;"384105";"Delgado";"Pako";1973;M;;0;89:00;154:12;65:12;0;;;"";65317;"OK Vihor";"OK Vihor";"CRO";"";"";7;"M35";"M35";7;"M35";"M35";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;7;7;"5,0";225;15;11;
;;;218966;"";"Markolincic";"Predrag";;M;;0;95:00;161:17;66:17;0;;;"";67844;"OK Me¿imurje";"OK Me¿imurje";"CRO";"";"";7;"M35";"M35";;"";"";;;;;;"";"";"";;;;;;;;;;;X;"0,00";0;;7;7;"5,0";225;15;12;
;;;2088246;"376122";"Meštroviæ";"Tomislav";;M;;0;69:00;139:01;70:01;0;;;"";66488;"OK Kapela";"OK Kapela";"CRO";"";"";7;"M35";"M35";7;"M35";"M35";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;7;7;"5,0";225;15;13;
;;;700770;"384776";"Koš¿ak";"Željko";;M;;0;77:00;148:10;71:10;0;;;"";67844;"OK Me¿imurje";"OK Me¿imurje";"CRO";"";"";7;"M35";"M35";7;"M35";"M35";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;7;7;"5,0";225;15;14;
;;;1151981;"383842";"Canjuga";"Krunoslav";;M;;0;51:00;134:34;83:34;0;;;"";67667;"Orijentacijski k";"Orijentacijski klub Varaždin";"CRO";"";"";7;"M35";"M35";7;"M35";"M35";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;7;7;"5,0";225;15;15;
;;;2009113;"384158";"Ember";"Ágoston";;M;;0;59:00;151:47;92:47;0;;;"";67737;"Mecsek Maraton T";"Mecsek Maraton Team";"HUN";"";"";7;"M35";"M35";7;"M35";"M35";;;;;;"";"";"";;;;;;;;;;;X;"0,00";X;;7;7;"5,0";225;15;16;
;;;237598;"382834";"Jelinic";"Hrvoje";;M;;0;63:00;161:49;98:49;0;;;"";66206;"OK Japetic";"OK Japetic";"CRO";"";"";7;"M35";"M35";7;"M35";"M35";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;7;7;"5,0";225;15;17;
;;;433025;"372623";"Truhlaz";"Miodrag";;M;;0;75:00;203:38;128:38;0;;;"";65707;"OK Sova";"OK Sova";"CRO";"";"";7;"M35";"M35";7;"M35";"M35";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;7;7;"5,0";225;15;18;
;;;222907;"371838";"Sovilj";"Dalibor";1974;M;;0;83:00;243:48;160:48;0;;;"";65707;"OK Sova";"OK Sova";"CRO";"";"";7;"M35";"M35";7;"M35";"M35";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;7;7;"5,0";225;15;19;
;;;45210;"384287";"Nagy";"Gerg¿";;M;;0;73:00;781:18;708:18;0;;;"";65659;"Szegedi Vasutas";"Szegedi Vasutas SE";"HUN";"";"";7;"M35";"M35";7;"M35";"M35";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;7;7;"5,0";225;15;20;
;;;410650;"376729";"Rihter";"Goran";;M;;0;65:00;148:37;83:37;3;;;"";66488;"OK Kapela";"OK Kapela";"CRO";"";"";7;"M35";"M35";7;"M35";"M35";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;7;7;"5,0";225;15;;
;;;348538;"384143";"Avramovic";"Dejan";1976;M;;0;47:00;100:24;53:24;0;;;"";67734;"Orienteering Tea";"Orienteering Team Kosutnjak, B";"SRB";"";"";8;"M40";"M40";8;"M40";"M40";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;8;8;"4,8";200;17;1;
;;;8180474;"361520";"Mézes";"Tibor Sólyom";;M;;0;45:00;99:05;54:05;0;;;"";63904;"Göcsej KTFE";"Göcsej KTFE";"HUN";"";"";8;"M40";"M40";8;"M40";"M40";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;8;8;"4,8";200;17;2;
;;;1415150;"361545";"Kovács";"Mihály";1977;M;;0;43:00;125:40;82:40;0;;;"";63909;"C.S. TranSilva C";"C.S. TranSilva Cluj";"ROU";"";"";8;"M40";"M40";8;"M40";"M40";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;8;8;"4,8";200;17;3;
;;;300743;"382305";"Vukeliæ";"Bojan";;M;;0;74:00;118:25;44:25;0;;;"";66481;"OK Maksimir";"OK Maksimir";"CRO";"";"";9;"M45";"M45";9;"M45";"M45";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;1;
;;;1396212;"372188";"Ifj. Dr. Pavlovics";"György";1970;M;;0;88:00;135:31;47:31;0;;;"";65754;"Zselici Tájfutók";"Zselici Tájfutók";"HUN";"";"";9;"M45";"M45";9;"M45";"M45";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;2;
;;;7777600;"384441";"Peni¿";"Ivan Ivo";;M;;0;72:00;123:07;51:07;0;;;"";66488;"OK Kapela";"OK Kapela";"CRO";"";"";9;"M45";"M45";9;"M45";"M45";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;3;
;;;7630314;"376847";"Merunka";"Darko";;M;;0;84:00;135:13;51:13;0;;;"";66481;"OK Maksimir";"OK Maksimir";"CRO";"";"";9;"M45";"M45";9;"M45";"M45";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;4;
;;;2025025;"372867";"Takács";"Tibor";;M;;0;70:00;121:32;51:32;0;;;"";63904;"Göcsej KTFE";"Göcsej KTFE";"HUN";"";"";9;"M45";"M45";9;"M45";"M45";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;5;
;;;233286;"384278";"Milojkoviæ";"Aleksandar";;M;;0;82:00;135:26;53:26;0;;;"";67765;"OK Paracin";"OK Paracin";"SRB";"";"";9;"M45";"M45";9;"M45";"M45";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;6;
;;;2022222;"372148";"Kovács";"Ferenc";;M;;0;66:00;119:50;53:50;0;;;"";65754;"Zselici Tájfutók";"Zselici Tájfutók";"HUN";"";"";9;"M45";"M45";9;"M45";"M45";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;7;
;;;2062993;"373164";"Fodor";"Péter";;M;;0;50:00;104:12;54:12;0;;;"";65754;"Zselici Tájfutók";"Zselici Tájfutók";"HUN";"";"";9;"M45";"M45";9;"M45";"M45";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;8;
;;;236879;"380496";"Strme¿ki";"Petar";1966;M;;0;58:00;114:23;56:23;0;;;"";66481;"OK Maksimir";"OK Maksimir";"CRO";"";"";9;"M45";"M45";9;"M45";"M45";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;9;
;;;222911;"384171";"Mrkojeviæ";"Damir";;M;;0;64:00;121:50;57:50;0;;;"";67740;"MTB Požega";"MTB Požega";"CRO";"";"";9;"M45";"M45";9;"M45";"M45";;;;;;"";"";"";;;;;;;;;;;X;"0,00";X;;3;3;"4,0";180;15;10;
;;;1396211;"372349";"Bajna";"Balázs";;M;;0;56:00;113:55;57:55;0;;;"";65754;"Zselici Tájfutók";"Zselici Tájfutók";"HUN";"";"";9;"M45";"M45";9;"M45";"M45";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;11;
;;;1968521;"379073";"Priher";"Miroslav";;M;;0;60:00;120:09;60:09;0;;;"";63473;"Ivan Merz";"Ivan Merz";"CRO";"";"";9;"M45";"M45";9;"M45";"M45";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;12;
;;;2088287;"377446";"Pust";"Tomaž";1972;M;;0;52:00;112:15;60:15;0;;;"";66736;"Orientacijski kl";"Orientacijski klub Komenda";"SLO";"";"";9;"M45";"M45";9;"M45";"M45";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;13;
;;;1401011;"371839";"Trivunoviæ";"Vladimir";;M;;0;90:00;154:43;64:43;0;;;"";65707;"OK Sova";"OK Sova";"CRO";"";"";9;"M45";"M45";9;"M45";"M45";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;14;
;;;233346;"384277";"Ilic";"Dejan";;M;;0;80:00;145:06;65:06;0;;;"";67765;"OK Paracin";"OK Paracin";"SRB";"";"";9;"M45";"M45";9;"M45";"M45";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;15;
;;;222909;"384170";"Bošnjak";"Mirko";;M;;0;68:00;139:25;71:25;0;;;"";67740;"MTB Požega";"MTB Požega";"CRO";"";"";9;"M45";"M45";9;"M45";"M45";;;;;;"";"";"";;;;;;;;;;;X;"0,00";X;;3;3;"4,0";180;15;16;
;;;2048846;"373990";"Tarsoly";"Róbert";;M;;0;46:00;118:02;72:02;0;;;"";63904;"Göcsej KTFE";"Göcsej KTFE";"HUN";"";"";9;"M45";"M45";9;"M45";"M45";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;17;
;;;232280;"383688";"Sokoloviæ";"Slobodan";;M;;0;62:00;145:10;83:10;0;;;"";65766;"OK Bjelovar";"OK Bjelovar";"CRO";"";"";9;"M45";"M45";9;"M45";"M45";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;18;
;;;2026850;"373007";"Fülöp";"János";;M;;0;48:00;135:20;87:20;0;;;"";63904;"Göcsej KTFE";"Göcsej KTFE";"HUN";"";"";9;"M45";"M45";9;"M45";"M45";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;19;
;;;893807;"384334";"Težak";"Robert";;M;;0;76:00;174:40;98:40;0;;;"";65317;"OK Vihor";"OK Vihor";"CRO";"";"";9;"M45";"M45";9;"M45";"M45";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;3;3;"4,0";180;15;20;
;;;1090812;"381317";"Ingelsson";"Joakim";;M;;0;70:00;97:18;27:18;0;;;"";67264;"OK Hammaren";"OK Hammaren";"SWE";"";"";10;"M50";"M50";10;"M50";"M50";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;9;9;"3,8";155;15;1;
;;;1396171;"377245";"Viniczai";"Ferenc";;M;;0;64:00;99:26;35:26;0;;;"";66716;"Pécsi Vasutas SK";"Pécsi Vasutas SK";"HUN";"";"";10;"M50";"M50";10;"M50";"M50";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;9;9;"3,8";155;15;2;
;;;1396206;"383959";"Rosinger";"Zsolt";;M;;0;68:00;107:26;39:26;0;;;"";66716;"Pécsi Vasutas SK";"Pécsi Vasutas SK";"HUN";"";"";10;"M50";"M50";10;"M50";"M50";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;9;9;"3,8";155;15;3;
;;;888338;"";"Gajdos";"György";;M;;0;78:00;119:12;41:12;0;;;"";65903;"PVM Pécs";"PVM Pécs";"HUN";"";"";10;"M50";"M50";;"";"";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;9;9;"3,8";155;15;4;
;;;1396183;"371826";"Arató";"Csongor";;M;;0;66:00;120:04;54:04;0;;;"";65702;"Pécsi Orvos E.Ü.";"Pécsi Orvos E.Ü.S.K.";"HUN";"";"";10;"M50";"M50";10;"M50";"M50";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;9;9;"3,8";155;15;5;
;;;2087750;"";"Paskuj";"Mátyás";;M;;0;74:00;143:35;69:35;0;;;"";90001;"Maccabi Hungary";"Maccabi Hungary";"HUN";"";"";10;"M50";"M50";;"";"";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;9;9;"3,8";155;15;6;
;;;2019818;"373985";"Varga";"József";;M;;0;41:00;75:16;34:16;0;;;"";63904;"Göcsej KTFE";"Göcsej KTFE";"HUN";"";"";11;"M55";"M55";11;"M55";"M55";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;10;10;"3,5";150;15;1;
;;;7111959;"359162";"Štambuk";"Dario";;M;;0;45:00;82:20;37:20;0;;;"";63473;"Ivan Merz";"Ivan Merz";"CRO";"";"";11;"M55";"M55";11;"M55";"M55";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;10;10;"3,5";150;15;2;
;;;2041755;"384087";"Tasic";"Zivota";;M;;0;43:00;82:15;39:15;0;;;"";67714;"OK DIF";"OK DIF";"SRB";"";"";11;"M55";"M55";11;"M55";"M55";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;10;10;"3,5";150;15;3;
;;;893813;"384328";"Lovrec";"Nenad";;M;;0;57:00;99:13;42:13;0;;;"";65317;"OK Vihor";"OK Vihor";"CRO";"";"";11;"M55";"M55";11;"M55";"M55";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;10;10;"3,5";150;15;4;
;;;2056185;"381567";"Angster";"Gábor";;M;;0;47:00;92:17;45:17;0;;;"";65702;"Pécsi Orvos E.Ü.";"Pécsi Orvos E.Ü.S.K.";"HUN";"";"";11;"M55";"M55";11;"M55";"M55";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;10;10;"3,5";150;15;5;
;;;410613;"377734";"Horvat";"Saša";;M;;0;49:00;105:10;56:10;0;;;"";66481;"OK Maksimir";"OK Maksimir";"CRO";"";"";11;"M55";"M55";11;"M55";"M55";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;10;10;"3,5";150;15;6;
;;;442575;"365808";"Sladiæ";"Roman";1960;M;;0;51:00;115:05;64:05;0;;;"";64599;"Škofjeloški orie";"Škofjeloški orientacijski klub";"SLO";"";"";11;"M55";"M55";11;"M55";"M55";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;10;10;"3,5";150;15;7;
;;;232284;"384259";"Perica";"Mladen";;M;;0;39:00;109:36;70:36;0;;;"";65766;"OK Bjelovar";"OK Bjelovar";"CRO";"";"";11;"M55";"M55";11;"M55";"M55";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;10;10;"3,5";150;15;8;
;;;505905;"383908";"Jeliæ";"Mladen";;M;;0;53:00;126:19;73:19;0;;;"";66488;"OK Kapela";"OK Kapela";"CRO";"";"";11;"M55";"M55";11;"M55";"M55";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;10;10;"3,5";150;15;9;
;;;2009132;"383853";"Vodopija";"Zvonko";;M;;0;55:00;209:59;154:59;0;;;"";67667;"Orijentacijski k";"Orijentacijski klub Varaždin";"CRO";"";"";11;"M55";"M55";11;"M55";"M55";;;;;;"";"";"";;;;;;;;;;;X;"0,00";X;;10;10;"3,5";150;15;10;
;;;2082354;"381712";"Kürti";"István";;M;;0;8:00;46:20;38:20;0;;;"";65903;"PVM Pécs";"PVM Pécs";"HUN";"";"";12;"M60";"M60";12;"M60";"M60";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;11;11;"3,4";145;16;1;
;;;1396202;"373476";"Kóger";"Gyula";1955;M;;0;4:00;43:01;39:01;0;;;"";65903;"PVM Pécs";"PVM Pécs";"HUN";"";"";12;"M60";"M60";12;"M60";"M60";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;11;11;"3,4";145;16;2;
;;;505275;"371809";"Nagy";"Balázs";;M;;0;9:00;58:33;49:33;0;;;"";65702;"Pécsi Orvos E.Ü.";"Pécsi Orvos E.Ü.S.K.";"HUN";"";"";12;"M60";"M60";12;"M60";"M60";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;11;11;"3,4";145;16;3;
;;;9599997;"384086";"Dimitrijevic";"Ilija";;M;;0;6:00;66:46;60:46;0;;;"";67714;"OK DIF";"OK DIF";"SRB";"";"";12;"M60";"M60";12;"M60";"M60";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;11;11;"3,4";145;16;4;
;;;1396250;"373826";"Fluck";"István";;M;;0;24:00;67:32;43:32;0;;;"";65903;"PVM Pécs";"PVM Pécs";"HUN";"";"";13;"M65";"M65";13;"M65";"M65";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;12;12;"3,0";140;12;1;
;;;880500;"379032";"Streuli";"Willi";;M;;0;10:00;54:20;44:20;0;;;"";66944;"Alpstein-O";"Alpstein-O";"SUI";"";"";13;"M65";"M65";13;"M65";"M65";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;12;12;"3,0";140;12;2;
;;;7032222;"377143";"Pongrac";"Ivan";;M;;0;3:00;55:08;52:08;0;;;"";66206;"OK Japetic";"OK Japetic";"CRO";"";"";13;"M65";"M65";13;"M65";"M65";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;12;12;"3,0";140;12;3;
;;;7202600;"361544";"Enyedi";"Andrei";;M;;0;26:00;79:36;53:36;0;;;"";63909;"C.S. TranSilva C";"C.S. TranSilva Cluj";"ROU";"";"";13;"M65";"M65";13;"M65";"M65";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;12;12;"3,0";140;12;4;
;;;232288;"381129";"Belaj";"Željko";;M;;0;28:00;87:31;59:31;0;;;"";65766;"OK Bjelovar";"OK Bjelovar";"CRO";"";"";13;"M65";"M65";13;"M65";"M65";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;12;12;"3,0";140;12;5;
;;;260271;"364499";"Griffiths";"Bill";;M;;0;5:00;64:48;59:48;0;;;"";64491;"Eborienteers";"Eborienteers";"GBR";"";"";13;"M65";"M65";13;"M65";"M65";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;12;12;"3,0";140;12;6;
;;;1946000;"379077";"Turkalj";"Milan";;M;;0;18:00;80:59;62:59;0;;;"";63473;"Ivan Merz";"Ivan Merz";"CRO";"";"";13;"M65";"M65";13;"M65";"M65";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;12;12;"3,0";140;12;7;
;;;222918;"377249";"Szûcs dr";"György";;M;;0;12:00;75:31;63:31;0;;;"";66716;"Pécsi Vasutas SK";"Pécsi Vasutas SK";"HUN";"";"";13;"M65";"M65";13;"M65";"M65";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;12;12;"3,0";140;12;8;
;;;2009124;"383944";"Ijjász";"István";;M;;0;9:00;76:33;67:33;0;;;"";66716;"Pécsi Vasutas SK";"Pécsi Vasutas SK";"HUN";"";"";13;"M65";"M65";13;"M65";"M65";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;12;12;"3,0";140;12;9;
;;;45598;"381678";"Id. Dr. Pavlovics";"György";;M;;0;16:00;113:22;97:22;0;;;"";65754;"Zselici Tájfutók";"Zselici Tájfutók";"HUN";"";"";13;"M65";"M65";13;"M65";"M65";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;12;12;"3,0";140;12;10;
;;;236882;"376009";"Èepelak";"Radovan";;M;;0;20:00;142:22;122:22;0;;;"";66481;"OK Maksimir";"OK Maksimir";"CRO";"";"";13;"M65";"M65";13;"M65";"M65";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;12;12;"3,0";140;12;11;
;;;1396191;"381315";"Tihanyi Dr.";"László";;M;;0;14:00;243:12;229:12;0;;;"";65702;"Pécsi Orvos E.Ü.";"Pécsi Orvos E.Ü.S.K.";"HUN";"";"";13;"M65";"M65";13;"M65";"M65";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;12;12;"3,0";140;12;12;
;;;2015820;"372865";"Boros";"Zoltán";;M;;0;7:00;47:39;40:39;3;;;"";63904;"Göcsej KTFE";"Göcsej KTFE";"HUN";"";"";13;"M65";"M65";13;"M65";"M65";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;12;12;"3,0";140;12;;
;;;355240;"351663";"Salopek";"Dorja";;M;;0;9:00;23:19;14:19;0;;;"";61467;"OK Ris Delnice";"OK Ris Delnice";"CRO";"";"";14;"W12";"W12";14;"W12";"W12";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;1;1;"1,7";50;6;1;
;;;2061276;"382306";"Vukeliæ";"Dora";2005;M;;0;14:00;29:39;15:39;0;;;"";66481;"OK Maksimir";"OK Maksimir";"CRO";"";"";14;"W12";"W12";14;"W12";"W12";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;1;1;"1,7";50;6;2;
;;;2026861;"372819";"Czebei";"Luca";;M;;0;12:00;32:07;20:07;0;;;"";63904;"Göcsej KTFE";"Göcsej KTFE";"HUN";"";"";14;"W12";"W12";14;"W12";"W12";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;1;1;"1,7";50;6;3;
;;;2009125;"383848";"Potrebica";"Ema";;M;;0;7:00;27:43;20:43;0;;;"";67667;"Orijentacijski k";"Orijentacijski klub Varaždin";"CRO";"";"";14;"W12";"W12";14;"W12";"W12";;;;;;"";"";"";;;;;;;;;;;X;"0,00";X;;1;1;"1,7";50;6;4;
;;;2009111;"384341";"Ember";"Lola";;M;;0;20:00;41:40;21:40;0;;;"";67737;"Mecsek Maraton T";"Mecsek Maraton Team";"HUN";"";"";14;"W12";"W12";14;"W12";"W12";;;;;;"";"";"";;;;;;;;;;;X;"0,00";X;;1;1;"1,7";50;6;5;
;;;422985;"379061";"Detiæ";"Iva";;M;;0;22:00;45:15;23:15;0;;;"";63473;"Ivan Merz";"Ivan Merz";"CRO";"";"";14;"W12";"W12";14;"W12";"W12";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;1;1;"1,7";50;6;6;
;;;1396290;"383958";"Révai";"Anna";;M;;0;16:00;41:43;25:43;0;;;"";66716;"Pécsi Vasutas SK";"Pécsi Vasutas SK";"HUN";"";"";14;"W12";"W12";14;"W12";"W12";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;1;1;"1,7";50;6;7;
;;;2045652;"";"Delgado Srsen";"Kira";;M;;0;36:00;61:47;25:47;0;;;"";65317;"OK Vihor";"OK Vihor";"CRO";"";"";14;"W12";"W12";;"";"";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;1;1;"1,7";50;6;8;
;;;2022175;"373988";"Tarsoly";"Borka";;M;;0;28:00;54:58;26:58;0;;;"";63904;"Göcsej KTFE";"Göcsej KTFE";"HUN";"";"";14;"W12";"W12";14;"W12";"W12";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;1;1;"1,7";50;6;9;
;;;222411;"384333";"Težak";"Magdalena";;M;;0;18:00;49:35;31:35;0;;;"";65317;"OK Vihor";"OK Vihor";"CRO";"";"";14;"W12";"W12";14;"W12";"W12";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;1;1;"1,7";50;6;10;
;;;422984;"379069";"Kovaæiæ";"Mia";;M;;0;30:00;67:19;37:19;0;;;"";63473;"Ivan Merz";"Ivan Merz";"CRO";"";"";14;"W12";"W12";14;"W12";"W12";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;1;1;"1,7";50;6;11;
;;;2009102;"384152";"Hóbár";"Borbála";;M;;0;5:00;42:57;37:57;0;;;"";67735;"Abaliget";"Abaliget";"HUN";"";"";14;"W12";"W12";14;"W12";"W12";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;1;1;"1,7";50;6;12;
;;;2111490;"375310";"Tutiæ";"Ema";;M;;0;10:00;49:38;39:38;0;;;"";65317;"OK Vihor";"OK Vihor";"CRO";"";"";14;"W12";"W12";14;"W12";"W12";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;1;1;"1,7";50;6;13;
;;;2009098;"384150";"Kaluczky";"Henriett";;M;;0;3:00;44:02;41:02;0;;;"";67735;"Abaliget";"Abaliget";"HUN";"";"";14;"W12";"W12";14;"W12";"W12";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;1;1;"1,7";50;6;14;
;;;1396295;"383975";"Werner";"Boróka";;M;;0;4:00;37:26;33:26;0;;;"";66716;"Pécsi Vasutas SK";"Pécsi Vasutas SK";"HUN";"";"";15;"W14";"W14";15;"W14";"W14";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;2;2;"3,0";135;11;1;
;;;2105108;"377490";"Jerkovi¿ Periæ";"Olga";;M;;0;11:00;62:39;51:39;0;;;"";66488;"OK Kapela";"OK Kapela";"CRO";"";"";15;"W14";"W14";15;"W14";"W14";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;2;2;"3,0";135;11;2;
;;;2048842;"373987";"Tarsoly";"Panka";;M;;0;13:00;69:54;56:54;0;;;"";63904;"Göcsej KTFE";"Göcsej KTFE";"HUN";"";"";15;"W14";"W14";15;"W14";"W14";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;2;2;"3,0";135;11;3;
;;;2069847;"377445";"Pust";"Karin";2004;M;;0;19:00;76:32;57:32;0;;;"";66736;"Orientacijski kl";"Orientacijski klub Komenda";"SLO";"";"";15;"W14";"W14";15;"W14";"W14";;;;;;"";"";"";;;;;;;;;;;0;"0,00";0;;2;2;"3,0";135;11;4;
