Prezime,Ime,Vrijeme,Klasifikator,Dugo,km,m/u,KT staze
Tišljar,Mirko,16:36,0,M12,1,40,9
Strmečki,Vibor,22:34,0,M12,1,40,9
Kukec,Marta,12:38,0,Ž12,1,40,9
Težak,Magdalena,33:15,0,Ž12,1,40,9
Štambuk,Zdenka Petra,54:11,0,Ž12,1,40,9
Vidaković,Majda,NEP,3,Ž12,1,40,9
Gobec,Jan,16:12,0,M16,1.6,60,15
Kukec,Jura,20:56,0,M16,1.6,60,15
Kodba,Vid,26:20,0,M16,1.6,60,15
Kodba,Tin,NEP,3,M16,1.6,60,15
Tutić,Teo,DNS,1,M16,1.6,60,15
Štambuk,Andro Vladimir,20:28,0,M20,2.2,60,23
Puharić,Roko,20:43,0,M20,2.2,60,23
Cvetković,Filip,21:05,0,M20,2.2,60,23
Gojmerac,Petar,23:08,0,M20,2.2,60,23
Verović,Kristijan,41:04,0,M20,2.2,60,23
Srebačić,Ana,19:54,0,Ž16,1.4,50,13
Pavlin,Paula,22,0,Ž16,1.4,50,13
Jakopec,Iva,22:27,0,Ž16,1.4,50,13
Mađarić,Iva,26:20,0,Ž16,1.4,50,13
Jerković Perić,Olga,26:25,0,Ž16,1.4,50,13
Kermek,Dora,28:23,0,Ž16,1.4,50,13
Hercigonja,Pia,NEP,3,Ž16,1.4,50,13
Lovrec,Iva,20:40,0,Ž20,1.9,60,20
Lovrec,Mia,30:06,0,Ž20,1.9,60,20
Tišljar,Ana,DNS,1,Ž20,1.9,60,20
Razum,Matija,13:42,0,M21,2.2,60,23
Marković,Frane,18:25,0,M21,2.2,60,23
Varnica,Tomislav,20:04,0,M21,2.2,60,23
Horvat,Vjeran,22:17,0,M21,2.2,60,23
Horvat,Lobel,26:03,0,M21,2.2,60,23
Grginov,Hrvoje,26:11,0,M21,2.2,60,23
Biro,Andrej,30:10,0,M21,2.2,60,23
Martinović,Antonio,31:16,0,M21,2.2,60,23
Puhek,Matija,36:11,0,M21,2.2,60,23
Acketa,Igor,68:48,0,M21,2.2,60,23
Košturić,Marko,72:50,0,M21,2.2,60,23
Pavić,Mirja,16:32,0,Ž21,1.9,60,20
Sakar Vukić,Tena,16:36,0,Ž21,1.9,60,20
Orlić,Antonija,18:36,0,Ž21,1.9,60,20
Štambuk,Marija,21:41,0,Ž21,1.9,60,20
Krznar,Kristina,22:38,0,Ž21,1.9,60,20
Stupalo,Vlatka,32:29,0,Ž21,1.9,60,20
Orehoci,Robert,17:29,0,M35,1.9,60,19
Vuk,Tomislav,18:05,0,M35,1.9,60,19
Perković,Eduard,20:19,0,M35,1.9,60,19
Meštrović,Tomislav,21:51,0,M35,1.9,60,19
Kosić,Luka,22:34,0,M35,1.9,60,19
Hainž,Miroslav,22:55,0,M35,1.9,60,19
Gojmerac,Tomislav,23:54,0,M35,1.9,60,19
Mađarić,Predrag,23:56,0,M35,1.9,60,19
Šantić,Domagoj,23:57,0,M35,1.9,60,19
Tutić,Dražen,26:05,0,M35,1.9,60,19
Sovilj,Dalibor,30:23,0,M35,1.9,60,19
Pavlin,Domagoj,53:21,0,M35,1.9,60,19
Cvetković,Robert,DNS,1,M35,1.9,60,19
Šantić,Nikolina,19:45,0,Ž35,1.8,60,18
Žgela Putniković,Marijana,20:53,0,Ž35,1.8,60,18
Cini,Fabiana,22:44,0,Ž35,1.8,60,18
Cindrić Perković,Jasminka,26:26,0,Ž35,1.8,60,18
Cvitković,Maja,27:49,0,Ž35,1.8,60,18
Jakšić,Mirka,28:58,0,Ž35,1.8,60,18
Stipic,Bernardica,30:17,0,Ž35,1.8,60,18
Lovrec,Darinka,32:58,0,Ž35,1.8,60,18
Kušt,Maja,35:28,0,Ž35,1.8,60,18
Mandić,Ana,36:45,0,Ž35,1.8,60,18
Srebačić,Davorka,36:49,0,Ž35,1.8,60,18
Kermek Zadravec,Senija,46:18,0,Ž35,1.8,60,18
Holjevac-Gagulić,Tajana,76:36,0,Ž35,1.8,60,18
Sertić,Ivana,DNF,2,Ž35,1.8,60,18
Štambuk,Dario,16:43,0,M50,1.6,60,14
Strmečki,Petar,18:34,0,M50,1.6,60,14
Merunka,Darko,18:58,0,M50,1.6,60,14
Lovrec,Nenad,20:29,0,M50,1.6,60,14
Horvat,Saša,23:25,0,M50,1.6,60,14
Jelić,Mladen,25:17,0,M50,1.6,60,14
Matijašić,Josip,31:12,0,M50,1.6,60,14
Priher,Miroslav,31:54,0,M50,1.6,60,14
Turkalj,Milan,32:25,0,M50,1.6,60,14
Sekušak,Dario,37:21,0,M50,1.6,60,14
